year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_,,
2014,4-Jun-14,12,109.885,289,,
2014,4-Jun-14,13,110.444,281,,
2014,4-Jun-14,14,92.829,275,,
2014,4-Jun-14,15,77.063,254,,
2014,4-Jun-14,16,64.163,250,,
2014,4-Jun-14,17,42.721,240,,
2014,4-Jun-14,18,33.881,247,,
2014,4-Jun-14,19,18.013,230,,
2014,4-Jun-14,20,4.41799999999999,193,,
2014,4-Jun-14,21,,,,
2014,4-Jun-14,22,,,,
2014,4-Jun-14,23,,,,
2014,4-Jun-14,24,,,,
2014,5-Jun-14,01,,,,
2014,5-Jun-14,02,,,,
2014,5-Jun-14,03,,,,
2014,5-Jun-14,04,,,,
2014,5-Jun-14,05,,,,
2014,5-Jun-14,06,0.134,40,,
2014,5-Jun-14,07,3.338,183,,
2014,5-Jun-14,08,6.34599999999999,201,,
2014,5-Jun-14,09,12.691,214,,
2014,5-Jun-14,10,15.507,209,,
2014,5-Jun-14,11,20.782,215,,
2014,5-Jun-14,12,23.701,219,,
2014,5-Jun-14,13,27.912,223,,
2014,5-Jun-14,14,32.237,229,,
2014,5-Jun-14,15,33.017,224,,
2014,5-Jun-14,16,37.987,232,,
2014,5-Jun-14,17,43.336,244,,
2014,5-Jun-14,18,34.256,252,,
2014,5-Jun-14,19,18.823,237,,
2014,5-Jun-14,20,4.22499999999999,192,,
2014,5-Jun-14,21,,,,
2014,5-Jun-14,22,,,,
2014,5-Jun-14,23,,,,
2014,5-Jun-14,24,,,,
2014,6-Jun-14,01,,,,
2014,6-Jun-14,02,,,,
2014,6-Jun-14,03,,,,
2014,6-Jun-14,04,,,,
2014,6-Jun-14,05,,,,
2014,6-Jun-14,06,0.847,125,,
2014,6-Jun-14,07,14.566,229,,
2014,6-Jun-14,08,37.3,250,,
2014,6-Jun-14,09,72.0620000000001,268,,
2014,6-Jun-14,10,127.308,305,,
2014,6-Jun-14,11,152.74,313,,
2014,6-Jun-14,12,163.657,322,,
2014,6-Jun-14,13,156.47,322,,
2014,6-Jun-14,14,133.382,311,,
2014,6-Jun-14,15,132.206,308,,
2014,6-Jun-14,16,116.218,311,,
2014,6-Jun-14,17,100.073,307,,
2014,6-Jun-14,18,57.3860000000001,284,,
2014,6-Jun-14,19,26.548,256,,
2014,6-Jun-14,20,5.55299999999999,200,,
2014,6-Jun-14,21,0.016,10,,
2014,6-Jun-14,22,,,,
2014,6-Jun-14,23,,,,
2014,6-Jun-14,24,,,,
2014,7-Jun-14,01,,,,
2014,7-Jun-14,02,,,,
2014,7-Jun-14,03,,,,
2014,7-Jun-14,04,,,,
2014,7-Jun-14,05,,,,
2014,7-Jun-14,06,1.069,159,,
2014,7-Jun-14,07,13.876,258,,
2014,7-Jun-14,08,56.922,310,,
2014,7-Jun-14,09,112.981,336,,
2014,7-Jun-14,10,155.851,343,,
2014,7-Jun-14,11,187.141,347,,
2014,7-Jun-14,12,198.11,352,,
2014,7-Jun-14,13,188.044,349,,
2014,7-Jun-14,14,169.706,347,,
2014,7-Jun-14,15,161.614,346,,
2014,7-Jun-14,16,140.784,336,,
2014,7-Jun-14,17,117.54,326,,
2014,7-Jun-14,18,74.501,314,,
2014,7-Jun-14,19,28.84,269,,
2014,7-Jun-14,20,4.836,205,,
2014,7-Jun-14,21,,,,
2014,7-Jun-14,22,,,,
2014,7-Jun-14,23,,,,
2014,7-Jun-14,24,,,,
2014,8-Jun-14,01,,,,
2014,8-Jun-14,02,,,,
2014,8-Jun-14,03,,,,
2014,8-Jun-14,04,,,,
2014,8-Jun-14,05,,,,
2014,8-Jun-14,06,1.155,160,,
2014,8-Jun-14,07,14.003,255,,
2014,8-Jun-14,08,55.103,319,,
2014,8-Jun-14,09,109.178,339,,
2014,8-Jun-14,10,152.088,346,,
2014,8-Jun-14,11,176.818,349,,
2014,8-Jun-14,12,172.463,347,,
2014,8-Jun-14,13,169.634,348,,
2014,8-Jun-14,14,163.44,346,,
2014,8-Jun-14,15,152.677,344,,
2014,8-Jun-14,16,143.466,342,,
2014,8-Jun-14,17,120.549,338,,
2014,8-Jun-14,18,72.4309999999999,317,,
2014,8-Jun-14,19,26.739,265,,
2014,8-Jun-14,20,6.317,209,,
2014,8-Jun-14,21,,,,
2014,8-Jun-14,22,,,,
2014,8-Jun-14,23,,,,
2014,8-Jun-14,24,,,,
2014,9-Jun-14,01,,,,
2014,9-Jun-14,02,,,,
2014,9-Jun-14,03,,,,
2014,9-Jun-14,04,,,,
2014,9-Jun-14,05,,,,
2014,9-Jun-14,06,1.631,161,,
2014,9-Jun-14,07,14.713,222,,
2014,9-Jun-14,08,36.168,238,,
2014,9-Jun-14,09,52.119,241,,
2014,9-Jun-14,10,71.873,262,,
2014,9-Jun-14,11,89.45,280,,
2014,9-Jun-14,12,88.652,279,,
2014,9-Jun-14,13,106.734,288,,
2014,9-Jun-14,14,96.945,289,,
2014,9-Jun-14,15,68.288,278,,
2014,9-Jun-14,16,52.012,265,,
2014,9-Jun-14,17,37.68,258,,
2014,9-Jun-14,18,24.775,236,,
2014,9-Jun-14,19,11.214,215,,
2014,9-Jun-14,20,2.706,169,,
2014,9-Jun-14,21,,,,
2014,9-Jun-14,22,,,,
2014,9-Jun-14,23,,,,
2014,9-Jun-14,24,,,,
2014,10-Jun-14,01,,,,
2014,10-Jun-14,02,,,,
2014,10-Jun-14,03,,,,
2014,10-Jun-14,04,,,,
2014,10-Jun-14,05,,,,
2014,10-Jun-14,06,0.289,63,,
2014,10-Jun-14,07,8.06599999999999,207,,
2014,10-Jun-14,08,23.642,233,,
2014,10-Jun-14,09,45.046,255,,
2014,10-Jun-14,10,60.191,275,,
2014,10-Jun-14,11,82.7849999999999,279,,
2014,10-Jun-14,12,92.047,281,,
2014,10-Jun-14,13,91.7260000000001,280,,
2014,10-Jun-14,14,104.202,291,,
2014,10-Jun-14,15,107.426,287,,
2014,10-Jun-14,16,100.269,282,,
2014,10-Jun-14,17,80.8560000000001,266,,
2014,10-Jun-14,18,50.972,269,,
2014,10-Jun-14,19,19.011,232,,
2014,10-Jun-14,20,3.56699999999999,175,,
2014,10-Jun-14,21,,,,
2014,10-Jun-14,22,,,,
2014,10-Jun-14,23,,,,
2014,10-Jun-14,24,,,,
2014,11-Jun-14,01,,,,
2014,11-Jun-14,02,,,,
2014,11-Jun-14,03,,,,
2014,11-Jun-14,04,,,,
2014,11-Jun-14,05,,,,
2014,11-Jun-14,06,1.118,131,,
2014,11-Jun-14,07,13.205,229,,
2014,11-Jun-14,08,36.512,256,,
2014,11-Jun-14,09,65.5439999999999,281,,
2014,11-Jun-14,10,100.195,292,,
2014,11-Jun-14,11,122.905,300,,
2014,11-Jun-14,12,143.142,303,,
2014,11-Jun-14,13,144.187,306,,
2014,11-Jun-14,14,131.334,302,,
2014,11-Jun-14,15,108.693,288,,
2014,11-Jun-14,16,80.369,279,,
2014,11-Jun-14,17,61.421,265,,
2014,11-Jun-14,18,37.503,243,,
2014,11-Jun-14,19,19.624,235,,
2014,11-Jun-14,20,5.681,198,,
2014,11-Jun-14,21,,,,
2014,11-Jun-14,22,,,,
2014,11-Jun-14,23,,,,
2014,11-Jun-14,24,,,,
2014,12-Jun-14,01,,,,
2014,12-Jun-14,02,,,,
2014,12-Jun-14,03,,,,
2014,12-Jun-14,04,,,,
2014,12-Jun-14,05,,,,
2014,12-Jun-14,06,0.943,89,,
2014,12-Jun-14,07,10.869,206,,
2014,12-Jun-14,08,27.21,226,,
2014,12-Jun-14,09,44.523,245,,
2014,12-Jun-14,10,64.333,261,,
2014,12-Jun-14,11,63.846,264,,
2014,12-Jun-14,12,61.92,267,,
2014,12-Jun-14,13,63.138,267,,
2014,12-Jun-14,14,65.067,266,,
2014,12-Jun-14,15,57.792,256,,
2014,12-Jun-14,16,46.751,255,,
2014,12-Jun-14,17,33.229,244,,
2014,12-Jun-14,18,21.131,232,,
2014,12-Jun-14,19,9.725,201,,
2014,12-Jun-14,20,1.828,130,,
2014,12-Jun-14,21,,,,
2014,12-Jun-14,22,,,,
2014,12-Jun-14,23,,,,
2014,12-Jun-14,24,,,,
2014,13-Jun-14,01,,,,
2014,13-Jun-14,02,,,,
2014,13-Jun-14,03,,,,
2014,13-Jun-14,04,,,,
2014,13-Jun-14,05,,,,
2014,13-Jun-14,06,0.037,10,,
2014,13-Jun-14,07,1.642,158,,
2014,13-Jun-14,08,7.56,204,,
2014,13-Jun-14,09,13.54,211,,
2014,13-Jun-14,10,19.433,215,,
2014,13-Jun-14,11,24.391,216,,
2014,13-Jun-14,12,38.578,234,,
2014,13-Jun-14,13,45.296,241,,
2014,13-Jun-14,14,43.804,249,,
2014,13-Jun-14,15,33.689,245,,
2014,13-Jun-14,16,31.899,231,,
2014,13-Jun-14,17,32.387,234,,
2014,13-Jun-14,18,19.274,228,,
2014,13-Jun-14,19,8.861,214,,
2014,13-Jun-14,20,1.946,172,,
2014,13-Jun-14,21,,,,
2014,13-Jun-14,22,,,,
2014,13-Jun-14,23,,,,
2014,13-Jun-14,24,,,,
2014,14-Jun-14,01,,,,
2014,14-Jun-14,02,,,,
2014,14-Jun-14,03,,,,
2014,14-Jun-14,04,,,,
2014,14-Jun-14,05,,,,
2014,14-Jun-14,06,0.56,94,,
2014,14-Jun-14,07,7.39599999999999,208,,
2014,14-Jun-14,08,23.672,255,,
2014,14-Jun-14,09,40.579,287,,
2014,14-Jun-14,10,56.295,297,,
2014,14-Jun-14,11,73.1190000000001,315,,
2014,14-Jun-14,12,91.978,335,,
2014,14-Jun-14,13,119.067,340,,
2014,14-Jun-14,14,125.711,349,,
2014,14-Jun-14,15,115.615,344,,
2014,14-Jun-14,16,94.9610000000001,325,,
2014,14-Jun-14,17,75.211,314,,
2014,14-Jun-14,18,62.794,314,,
2014,14-Jun-14,19,31.17,281,,
2014,14-Jun-14,20,6.569,218,,
2014,14-Jun-14,21,0.048,22,,
2014,14-Jun-14,22,,,,
2014,14-Jun-14,23,,,,
2014,14-Jun-14,24,,,,
2014,15-Jun-14,01,,,,
2014,15-Jun-14,02,,,,
2014,15-Jun-14,03,,,,
2014,15-Jun-14,04,,,,
2014,15-Jun-14,05,,,,
2014,15-Jun-14,06,1.312,168,,
2014,15-Jun-14,07,14.364,267,,
2014,15-Jun-14,08,56.077,327,,
2014,15-Jun-14,09,111.249,350,,
2014,15-Jun-14,10,156.219,360,,
2014,15-Jun-14,11,188.095,363,,
2014,15-Jun-14,12,204.446,371,,
2014,15-Jun-14,13,211.408,371,,
2014,15-Jun-14,14,214.31,370,,
2014,15-Jun-14,15,199.793,365,,
2014,15-Jun-14,16,171.26,357,,
2014,15-Jun-14,17,133.376,351,,
2014,15-Jun-14,18,85.1650000000001,334,,
2014,15-Jun-14,19,33.204,289,,
2014,15-Jun-14,20,6.931,219,,
2014,15-Jun-14,21,0.05,16,,
2014,15-Jun-14,22,,,,
2014,15-Jun-14,23,,,,
2014,15-Jun-14,24,,,,
2014,16-Jun-14,01,,,,
2014,16-Jun-14,02,,,,
2014,16-Jun-14,03,,,,
2014,16-Jun-14,04,,,,
2014,16-Jun-14,05,,,,
2014,16-Jun-14,06,2.115,186,,
2014,16-Jun-14,07,16.772,243,,
2014,16-Jun-14,08,54.6700000000001,277,,
2014,16-Jun-14,09,106.952,301,,
2014,16-Jun-14,10,154.804,320,,
2014,16-Jun-14,11,184.313,323,,
2014,16-Jun-14,12,199.031,327,,
2014,16-Jun-14,13,202.112,330,,
2014,16-Jun-14,14,198.626,329,,
2014,16-Jun-14,15,193.653,328,,
2014,16-Jun-14,16,173.814,320,,
2014,16-Jun-14,17,135.477,317,,
2014,16-Jun-14,18,81.0090000000001,298,,
2014,16-Jun-14,19,30.931,257,,
2014,16-Jun-14,20,6.43499999999999,204,,
2014,16-Jun-14,21,0.033,11,,
2014,16-Jun-14,22,,,,
2014,16-Jun-14,23,,,,
2014,16-Jun-14,24,,,,
2014,17-Jun-14,01,,,,
2014,17-Jun-14,02,,,,
2014,17-Jun-14,03,,,,
2014,17-Jun-14,04,,,,
2014,17-Jun-14,05,,,,
2014,17-Jun-14,06,1.587,162,,
2014,17-Jun-14,07,14.075,226,,
2014,17-Jun-14,08,44.332,263,,
2014,17-Jun-14,09,88.253,284,,
2014,17-Jun-14,10,130.361,303,,
2014,17-Jun-14,11,151.812,311,,
2014,17-Jun-14,12,163.904,312,,
2014,17-Jun-14,13,168.164,317,,
2014,17-Jun-14,14,164.666,313,,
2014,17-Jun-14,15,155.537,314,,
2014,17-Jun-14,16,135.618,307,,
2014,17-Jun-14,17,105.092,303,,
2014,17-Jun-14,18,65.444,279,,
2014,17-Jun-14,19,30.023,250,,
2014,17-Jun-14,20,7.691,208,,
2014,17-Jun-14,21,0.006,4,,
2014,17-Jun-14,22,,,,
2014,17-Jun-14,23,,,,
2014,17-Jun-14,24,,,,
2014,18-Jun-14,01,,,,
2014,18-Jun-14,02,,,,
2014,18-Jun-14,03,,,,
2014,18-Jun-14,04,,,,
2014,18-Jun-14,05,,,,
2014,18-Jun-14,06,1.266,158,,
2014,18-Jun-14,07,14.398,229,,
2014,18-Jun-14,08,47.02,261,,
2014,18-Jun-14,09,92.4220000000001,283,,
2014,18-Jun-14,10,123.078,298,,
2014,18-Jun-14,11,143.497,303,,
2014,18-Jun-14,12,155.28,307,,
2014,18-Jun-14,13,167.447,318,,
2014,18-Jun-14,14,164.548,313,,
2014,18-Jun-14,15,152.837,305,,
2014,18-Jun-14,16,144.604,309,,
2014,18-Jun-14,17,116.46,307,,
2014,18-Jun-14,18,70.3639999999999,289,,
2014,18-Jun-14,19,29.458,249,,
2014,18-Jun-14,20,6.945,200,,
2014,18-Jun-14,21,0.036,20,,
2014,18-Jun-14,22,,,,
2014,18-Jun-14,23,,,,
2014,18-Jun-14,24,,,,
2014,19-Jun-14,01,,,,
2014,19-Jun-14,02,,,,
2014,19-Jun-14,03,,,,
2014,19-Jun-14,04,,,,
2014,19-Jun-14,05,,,,
2014,19-Jun-14,06,0.55,89,,
2014,19-Jun-14,07,5.56399999999999,195,,
2014,19-Jun-14,08,12.492,209,,
2014,19-Jun-14,09,29.068,238,,
2014,19-Jun-14,10,73.051,282,,
2014,19-Jun-14,11,116.633,302,,
2014,19-Jun-14,12,145.832,304,,
2014,19-Jun-14,13,158.89,316,,
2014,19-Jun-14,14,177.637,314,,
2014,19-Jun-14,15,175.688,315,,
2014,19-Jun-14,16,161.235,313,,
2014,19-Jun-14,17,128.26,312,,
2014,19-Jun-14,18,83.796,292,,
2014,19-Jun-14,19,32.809,260,,
2014,19-Jun-14,20,6.069,209,,
2014,19-Jun-14,21,0.058,26,,
2014,19-Jun-14,22,,,,
2014,19-Jun-14,23,,,,
2014,19-Jun-14,24,,,,
2014,20-Jun-14,01,,,,
2014,20-Jun-14,02,,,,
2014,20-Jun-14,03,,,,
2014,20-Jun-14,04,,,,
2014,20-Jun-14,05,,,,
2014,20-Jun-14,06,1.125,165,,
2014,20-Jun-14,07,13.634,239,,
2014,20-Jun-14,08,55.3020000000001,285,,
2014,20-Jun-14,09,111.553,307,,
2014,20-Jun-14,10,159.66,321,,
2014,20-Jun-14,11,190.53,328,,
2014,20-Jun-14,12,207.319,335,,
2014,20-Jun-14,13,205.447,336,,
2014,20-Jun-14,14,200.109,334,,
2014,20-Jun-14,15,187.128,331,,
2014,20-Jun-14,16,165.094,326,,
2014,20-Jun-14,17,127.277,322,,
2014,20-Jun-14,18,79.161,304,,
2014,20-Jun-14,19,33.382,266,,
2014,20-Jun-14,20,7.381,214,,
2014,20-Jun-14,21,0.076,27,,
2014,20-Jun-14,22,,,,
2014,20-Jun-14,23,,,,
2014,20-Jun-14,24,,,,
2014,21-Jun-14,01,,,,
2014,21-Jun-14,02,,,,
2014,21-Jun-14,03,,,,
2014,21-Jun-14,04,,,,
2014,21-Jun-14,05,,,,
2014,21-Jun-14,06,1.103,160,,
2014,21-Jun-14,07,13.965,263,,
2014,21-Jun-14,08,56.323,317,,
2014,21-Jun-14,09,109.296,344,,
2014,21-Jun-14,10,156.277,348,,
2014,21-Jun-14,11,187.532,358,,
2014,21-Jun-14,12,198.656,360,,
2014,21-Jun-14,13,191.738,360,,
2014,21-Jun-14,14,179.301,357,,
2014,21-Jun-14,15,163.887,354,,
2014,21-Jun-14,16,133.703,347,,
2014,21-Jun-14,17,106.375,336,,
2014,21-Jun-14,18,66.1110000000001,322,,
2014,21-Jun-14,19,31.186,275,,
2014,21-Jun-14,20,7.545,223,,
2014,21-Jun-14,21,0.067,26,,
2014,21-Jun-14,22,,,,
2014,21-Jun-14,23,,,,
2014,21-Jun-14,24,,,,
2014,22-Jun-14,01,,,,
2014,22-Jun-14,02,,,,
2014,22-Jun-14,03,,,,
2014,22-Jun-14,04,,,,
2014,22-Jun-14,05,,,,
2014,22-Jun-14,06,1.897,186,,
2014,22-Jun-14,07,16.767,276,,
2014,22-Jun-14,08,53.808,324,,
2014,22-Jun-14,09,101.492,343,,
2014,22-Jun-14,10,149.54,352,,
2014,22-Jun-14,11,178.693,354,,
2014,22-Jun-14,12,169.532,347,,
2014,22-Jun-14,13,145.74,346,,
2014,22-Jun-14,14,141.653,348,,
2014,22-Jun-14,15,134.03,341,,
2014,22-Jun-14,16,117.607,341,,
2014,22-Jun-14,17,108.756,337,,
2014,22-Jun-14,18,74.984,316,,
2014,22-Jun-14,19,31.326,275,,
2014,22-Jun-14,20,6.22,215,,
2014,22-Jun-14,21,0.038,21,,
2014,22-Jun-14,22,,,,
2014,22-Jun-14,23,,,,
2014,22-Jun-14,24,,,,
2014,23-Jun-14,01,,,,
2014,23-Jun-14,02,,,,
2014,23-Jun-14,03,,,,
2014,23-Jun-14,04,,,,
2014,23-Jun-14,05,,,,
2014,23-Jun-14,06,1.141,161,,
2014,23-Jun-14,07,12.971,234,,
2014,23-Jun-14,08,51.3460000000001,274,,
2014,23-Jun-14,09,102.98,295,,
2014,23-Jun-14,10,146.684,312,,
2014,23-Jun-14,11,179.498,316,,
2014,23-Jun-14,12,193.279,319,,
2014,23-Jun-14,13,189.552,319,,
2014,23-Jun-14,14,180.026,315,,
2014,23-Jun-14,15,170.196,316,,
2014,23-Jun-14,16,150.154,314,,
2014,23-Jun-14,17,113.313,308,,
2014,23-Jun-14,18,69.543,287,,
2014,23-Jun-14,19,30.943,258,,
2014,23-Jun-14,20,8.685,203,,
2014,23-Jun-14,21,0.163,51,,
2014,23-Jun-14,22,,,,
2014,23-Jun-14,23,,,,
2014,23-Jun-14,24,,,,
2014,24-Jun-14,01,,,,
2014,24-Jun-14,02,,,,
2014,24-Jun-14,03,,,,
2014,24-Jun-14,04,,,,
2014,24-Jun-14,05,,,,
2014,24-Jun-14,06,0.569,111,,
2014,24-Jun-14,07,11.572,216,,
2014,24-Jun-14,08,44.46,260,,
2014,24-Jun-14,09,95.1340000000001,287,,
2014,24-Jun-14,10,138.16,308,,
2014,24-Jun-14,11,166.842,310,,
2014,24-Jun-14,12,182.898,313,,
2014,24-Jun-14,13,171.512,311,,
2014,24-Jun-14,14,157.111,307,,
2014,24-Jun-14,15,138.57,298,,
2014,24-Jun-14,16,121.064,296,,
2014,24-Jun-14,17,99.7060000000001,300,,
2014,24-Jun-14,18,69.971,292,,
2014,24-Jun-14,19,31.752,253,,
2014,24-Jun-14,20,7.19799999999999,208,,
2014,24-Jun-14,21,0.043,17,,
2014,24-Jun-14,22,,,,
2014,24-Jun-14,23,,,,
2014,24-Jun-14,24,,,,
2014,25-Jun-14,01,,,,
2014,25-Jun-14,02,,,,
2014,25-Jun-14,03,,,,
2014,25-Jun-14,04,,,,
2014,25-Jun-14,05,,,,
2014,25-Jun-14,06,1.084,152,,
2014,25-Jun-14,07,13.99,228,,
2014,25-Jun-14,08,46.42,263,,
2014,25-Jun-14,09,95.4620000000001,293,,
2014,25-Jun-14,10,137.084,308,,
2014,25-Jun-14,11,170.825,315,,
2014,25-Jun-14,12,180.442,319,,
2014,25-Jun-14,13,188.952,320,,
2014,25-Jun-14,14,173.564,313,,
2014,25-Jun-14,15,161.109,307,,
2014,25-Jun-14,16,136.339,310,,
2014,25-Jun-14,17,99.356,297,,
2014,25-Jun-14,18,59.898,275,,
2014,25-Jun-14,19,22.223,236,,
2014,25-Jun-14,20,4.25899999999999,187,,
2014,25-Jun-14,21,,,,
2014,25-Jun-14,22,,,,
2014,25-Jun-14,23,,,,
2014,25-Jun-14,24,,,,
2014,26-Jun-14,01,,,,
2014,26-Jun-14,02,,,,
2014,26-Jun-14,03,,,,
2014,26-Jun-14,04,,,,
2014,26-Jun-14,05,,,,
2014,26-Jun-14,06,0.14,40,,
2014,26-Jun-14,07,5.56599999999999,202,,
2014,26-Jun-14,08,19.974,217,,
2014,26-Jun-14,09,49.84,251,,
2014,26-Jun-14,10,89.533,279,,
2014,26-Jun-14,11,119.024,290,,
2014,26-Jun-14,12,124.686,291,,
2014,26-Jun-14,13,128.645,294,,
2014,26-Jun-14,14,122.723,296,,
2014,26-Jun-14,15,103.401,277,,
2014,26-Jun-14,16,90.501,282,,
2014,26-Jun-14,17,71.675,273,,
2014,26-Jun-14,18,49.034,256,,
2014,26-Jun-14,19,20.838,236,,
2014,26-Jun-14,20,5.621,191,,
2014,26-Jun-14,21,0.044,22,,
2014,26-Jun-14,22,,,,
2014,26-Jun-14,23,,,,
2014,26-Jun-14,24,,,,
2014,27-Jun-14,01,,,,
2014,27-Jun-14,02,,,,
2014,27-Jun-14,03,,,,
2014,27-Jun-14,04,,,,
2014,27-Jun-14,05,,,,
2014,27-Jun-14,06,0.983000000000001,156,,
2014,27-Jun-14,07,13.878,235,,
2014,27-Jun-14,08,52.558,281,,
2014,27-Jun-14,09,108.576,307,,
2014,27-Jun-14,10,153.127,321,,
2014,27-Jun-14,11,181.548,322,,
2014,27-Jun-14,12,194.857,327,,
2014,27-Jun-14,13,190.273,325,,
2014,27-Jun-14,14,193.536,327,,
2014,27-Jun-14,15,191.659,327,,
2014,27-Jun-14,16,171.911,323,,
2014,27-Jun-14,17,134.639,320,,
2014,27-Jun-14,18,84.441,314,,
2014,27-Jun-14,19,34.445,271,,
2014,27-Jun-14,20,6.349,214,,
2014,27-Jun-14,21,0.08,30,,
2014,27-Jun-14,22,,,,
2014,27-Jun-14,23,,,,
2014,27-Jun-14,24,,,,
2014,28-Jun-14,01,,,,
2014,28-Jun-14,02,,,,
2014,28-Jun-14,03,,,,
2014,28-Jun-14,04,,,,
2014,28-Jun-14,05,,,,
2014,28-Jun-14,06,1.127,165,,
2014,28-Jun-14,07,13.548,256,,
2014,28-Jun-14,08,54.091,312,,
2014,28-Jun-14,09,109.63,341,,
2014,28-Jun-14,10,155.747,348,,
2014,28-Jun-14,11,186.001,351,,
2014,28-Jun-14,12,198.688,352,,
2014,28-Jun-14,13,194.157,355,,
2014,28-Jun-14,14,192.371,352,,
2014,28-Jun-14,15,189.337,354,,
2014,28-Jun-14,16,164.545,351,,
2014,28-Jun-14,17,128.07,338,,
2014,28-Jun-14,18,80.59,322,,
2014,28-Jun-14,19,32.886,281,,
2014,28-Jun-14,20,6.374,215,,
2014,28-Jun-14,21,0.03,12,,
2014,28-Jun-14,22,,,,
2014,28-Jun-14,23,,,,
2014,28-Jun-14,24,,,,
2014,29-Jun-14,01,,,,
2014,29-Jun-14,02,,,,
2014,29-Jun-14,03,,,,
2014,29-Jun-14,04,,,,
2014,29-Jun-14,05,,,,
2014,29-Jun-14,06,1.868,182,,
2014,29-Jun-14,07,15.342,268,,
2014,29-Jun-14,08,51.5980000000001,321,,
2014,29-Jun-14,09,100.953,339,,
2014,29-Jun-14,10,146.368,349,,
2014,29-Jun-14,11,175.532,351,,
2014,29-Jun-14,12,193.599,352,,
2014,29-Jun-14,13,191.169,352,,
2014,29-Jun-14,14,188.76,353,,
2014,29-Jun-14,15,176.913,351,,
2014,29-Jun-14,16,153.515,347,,
2014,29-Jun-14,17,119.69,339,,
2014,29-Jun-14,18,78.033,320,,
2014,29-Jun-14,19,36.745,285,,
2014,29-Jun-14,20,9.001,218,,
2014,29-Jun-14,21,0.171,64,,
2014,29-Jun-14,22,,,,
2014,29-Jun-14,23,,,,
2014,29-Jun-14,24,,,,
2014,30-Jun-14,01,,,,
2014,30-Jun-14,02,,,,
2014,30-Jun-14,03,,,,
2014,30-Jun-14,04,,,,
2014,30-Jun-14,05,,,,
2014,30-Jun-14,06,0.932000000000001,153,,
2014,30-Jun-14,07,13.129,225,,
2014,30-Jun-14,08,47.355,265,,
2014,30-Jun-14,09,97.278,295,,
2014,30-Jun-14,10,141.478,308,,
2014,30-Jun-14,11,171.281,309,,
2014,30-Jun-14,12,192.137,318,,
2014,30-Jun-14,13,199.755,319,,
2014,30-Jun-14,14,195.756,321,,
2014,30-Jun-14,15,179.676,317,,
2014,30-Jun-14,16,152.224,315,,
2014,30-Jun-14,17,119.859,311,,
2014,30-Jun-14,18,76.9519999999999,294,,
2014,30-Jun-14,19,32.033,254,,
2014,30-Jun-14,20,7.1,213,,
2014,30-Jun-14,21,0.038,22,,
2014,30-Jun-14,22,,,,
2014,30-Jun-14,23,,,,
2014,30-Jun-14,24,,,,
2014,1-Jul-14,01,,,,
2014,1-Jul-14,02,,,,
2014,1-Jul-14,03,,,,
2014,1-Jul-14,04,,,,
2014,1-Jul-14,05,,,,
2014,1-Jul-14,06,1.2,148,,
2014,1-Jul-14,07,15.378,229,,
2014,1-Jul-14,08,44.318,263,,
2014,1-Jul-14,09,86.972,289,,
2014,1-Jul-14,10,127.673,309,,
2014,1-Jul-14,11,157.477,317,,
2014,1-Jul-14,12,171.505,320,,
2014,1-Jul-14,13,174.323,321,,
2014,1-Jul-14,14,163.468,321,,
2014,1-Jul-14,15,158.852,315,,
2014,1-Jul-14,16,136.594,312,,
2014,1-Jul-14,17,107.82,307,,
2014,1-Jul-14,18,75.247,295,,
2014,1-Jul-14,19,35.541,262,,
2014,1-Jul-14,20,9.811,217,,
2014,1-Jul-14,21,0.125,48,,
2014,1-Jul-14,22,,,,
2014,1-Jul-14,23,,,,
2014,1-Jul-14,24,,,,
2014,2-Jul-14,01,,,,
2014,2-Jul-14,02,,,,
2014,2-Jul-14,03,,,,
2014,2-Jul-14,04,,,,
2014,2-Jul-14,05,,,,
2014,2-Jul-14,06,0.955000000000001,146,,
2014,2-Jul-14,07,14.054,222,,
2014,2-Jul-14,08,42.912,258,,
2014,2-Jul-14,09,87.426,284,,
2014,2-Jul-14,10,132.514,308,,
2014,2-Jul-14,11,167.734,318,,
2014,2-Jul-14,12,186.547,321,,
2014,2-Jul-14,13,189.941,322,,
2014,2-Jul-14,14,167.299,316,,
2014,2-Jul-14,15,146.423,299,,
2014,2-Jul-14,16,115.523,293,,
2014,2-Jul-14,17,61.447,240,,
2014,2-Jul-14,18,24.75,197,,
2014,2-Jul-14,19,8.305,145,,
2014,2-Jul-14,20,2.361,89,,
2014,2-Jul-14,21,0.02,6,,
2014,2-Jul-14,22,,,,
2014,2-Jul-14,23,,,,
2014,2-Jul-14,24,,,,
2014,3-Jul-14,01,,,,
2014,3-Jul-14,02,,,,
2014,3-Jul-14,03,,,,
2014,3-Jul-14,04,,,,
2014,3-Jul-14,05,,,,
2014,3-Jul-14,06,0.786000000000001,111,,
2014,3-Jul-14,07,12.773,224,,
2014,3-Jul-14,08,33.071,241,,
2014,3-Jul-14,09,64.512,270,,
2014,3-Jul-14,10,82.981,282,,
2014,3-Jul-14,11,103.565,281,,
2014,3-Jul-14,12,136.4,296,,
2014,3-Jul-14,13,167.194,320,,
2014,3-Jul-14,14,168.262,321,,
2014,3-Jul-14,15,154.661,317,,
2014,3-Jul-14,16,129.586,310,,
2014,3-Jul-14,17,104.629,295,,
2014,3-Jul-14,18,71.785,281,,
